Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
23:38:33:172083,0.374037,0,-0.04,-0.018,-0.289,0,0,-0.001,513,-5.8651e-05
23:38:33:177097,0.374037,0,-0.029,-0.016,-0.205,-0.001,0,-0.002,513,-5.8651e-05
23:38:33:182205,0.374037,0,-0.026,-0.038,-0.164,0,0,-0.002,513,-5.8651e-05
23:38:33:187247,0.374037,-0.000166114,-0.032,-0.061,-0.192,0,0,-0.002,514,0
23:38:33:192666,0.374034,-0.000365384,-0.038,-0.089,-0.245,-0.001,0,-0.002,514,0
23:38:33:197310,0.374034,-0.000641475,-0.036,-0.094,-0.255,-0.002,0,-0.002,513,-5.8651e-05
23:38:33:202304,0.374032,-0.000993293,-0.029,-0.078,-0.215,-0.003,0,-0.002,514,0
23:38:33:207471,0.37403,-0.00141993,-0.03,-0.063,-0.165,-0.004,0,-0.002,514,0
23:38:33:212461,0.374074,-0.00192112,-0.04,-0.057,-0.089,-0.003,0,-0.003,513,-5.8651e-05
23:38:33:217571,0.374067,-0.00249508,-0.044,-0.071,-0.055,-0.003,0,-0.004,513,-5.8651e-05
23:38:33:222681,0.374058,-0.00314091,-0.041,-0.106,-0.053,-0.004,0.001,-0.005,513,-5.8651e-05
23:38:33:227760,0.374046,-0.0038577,-0.038,-0.126,-0.089,-0.004,0.001,-0.005,513,-5.8651e-05
23:38:33:232710,0.374032,-0.00464405,-0.041,-0.144,-0.18,-0.003,0.001,-0.005,513,-5.8651e-05
23:38:33:237823,0.374058,-0.00549899,-0.046,-0.15,-0.228,-0.003,0,-0.005,512,-0.000117302
23:38:33:242813,0.374032,-0.0064201,-0.058,-0.144,-0.222,-0.003,-0.001,-0.003,511,-0.000175953
23:38:33:247937,0.374047,-0.00740712,-0.066,-0.119,-0.171,-0.004,-0.001,0.001,511,-0.000175953
23:38:33:252944,0.374056,-0.00845748,-0.071,-0.052,-0.121,-0.001,0,0.011,496,-0.00105572
23:38:33:258132,0.374055,-0.00956888,-0.074,-0.005,-0.201,0.004,0.002,0.014,493,-0.00123167
23:38:33:263108,0.374047,-0.0107396,-0.098,-0.047,-0.315,0.005,0.002,0.012,493,-0.00123167
23:38:33:268207,0.374074,-0.0119677,-0.204,-0.331,-0.467,-0.003,-0.001,0.011,506,-0.000469208
23:38:33:273206,0.374047,-0.0132488,-0.318,-0.722,-0.489,-0.016,-0.005,0.009,506,-0.000469208
23:38:33:278327,0.374055,-0.0145818,-0.47,-1.621,-0.34,-0.046,-0.013,-0.015,501,-0.000762463
23:38:33:283443,0.374048,-0.0159623,-0.484,-2.346,-0.151,-0.073,-0.016,-0.047,508,-0.000351906
23:38:33:288433,0.374032,-0.0173861,-0.29,-3.347,0.104,-0.118,-0.009,-0.09,508,-0.000351906
23:38:33:293445,0.374048,-0.018851,-0.046,-3.793,0.16,-0.142,0.003,-0.101,509,-0.000293255
23:38:33:298559,0.374051,-0.0203502,0.311,-4.023,0.055,-0.151,0.028,-0.094,509,-0.000293255
23:38:33:303583,0.374041,-0.0218778,0.42,-3.935,-0.057,-0.138,0.039,-0.086,509,-0.000293255
23:38:33:308569,0.374066,-0.0234302,0.285,-3.595,-0.148,-0.11,0.034,-0.079,509,-0.000293255
23:38:33:313693,0.374075,-0.0249983,0.03,-3.292,-0.153,-0.096,0.018,-0.075,509,-0.000293255
23:38:33:318690,0.374072,-0.0265739,-0.422,-2.801,-0.176,-0.083,-0.008,-0.064,511,-0.000175953
23:38:33:323679,0.374059,-0.0281496,-0.643,-2.506,-0.245,-0.076,-0.02,-0.052,513,-5.8651e-05
23:38:33:328806,0.374036,-0.0297166,-0.713,-2.184,-0.377,-0.068,-0.022,-0.039,513,-5.8651e-05
23:38:33:333828,0.374048,-0.0312712,-0.602,-2.036,-0.407,-0.064,-0.018,-0.035,513,-5.8651e-05
23:38:33:338938,0.374055,-0.0328019,-0.373,-1.789,-0.285,-0.059,-0.014,-0.036,514,0
23:38:33:343950,0.374056,-0.0343017,-0.264,-1.527,-0.114,-0.053,-0.013,-0.033,514,0
23:38:33:349100,0.374049,-0.0357627,-0.145,-0.94,0.177,-0.033,-0.006,-0.017,511,-0.000175953
23:38:33:354100,0.374043,-0.0371806,0.034,-0.248,0.376,-0.005,0.013,0.003,513,-5.8651e-05
