Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:53:53:622716,0.374037,0,0.172,-0.02,-0.087,-0.003,0.001,0,524,0.00058651
22:53:53:627687,0.374037,0,0.141,-0.009,-0.19,-0.003,0.001,0,524,0.00058651
22:53:53:632807,0.374037,0,0.1,0.015,-0.244,-0.002,0.001,0,524,0.00058651
22:53:53:637805,0.374034,0.000198492,0.1,0.024,-0.237,-0.002,0,0,524,0.00058651
22:53:53:642947,0.374034,0.000420973,0.135,0.022,-0.269,-0.002,0,0,524,0.00058651
22:53:53:647919,0.374034,0.00071935,0.161,0.017,-0.32,-0.002,-0.001,0,524,0.00058651
22:53:53:653056,0.374031,0.00109825,0.176,0.018,-0.315,-0.002,0,0.001,524,0.00058651
22:53:53:658061,0.37403,0.00154987,0.172,0.031,-0.214,-0.002,0.001,0.001,524,0.00058651
22:53:53:663169,0.374071,0.00207863,0.16,0.063,-0.023,-0.001,0.002,0,524,0.00058651
22:53:53:668161,0.374065,0.00267623,0.152,0.085,0.011,0,0.001,0,524,0.00058651
22:53:53:673304,0.374055,0.00334654,0.139,0.086,-0.057,0,0,-0.001,524,0.00058651
22:53:53:678311,0.374044,0.00408203,0.103,0.089,-0.152,0,-0.001,0,525,0.000645161
22:53:53:683417,0.374072,0.00488566,0.082,0.104,-0.171,0,-0.001,0.004,525,0.000645161
22:53:53:688422,0.374051,0.00574981,0.093,0.116,-0.215,0,0,0.007,528,0.000821114
22:53:53:693447,0.374072,0.0066776,0.124,0.079,-0.27,0.001,0,0,528,0.000821114
22:53:53:698538,0.374039,0.00766012,0.158,-0.036,-0.249,-0.002,-0.002,-0.027,537,0.00134897
22:53:53:703586,0.374046,0.00870097,0.159,-0.071,-0.098,-0.007,-0.003,-0.039,546,0.00187683
22:53:53:708694,0.374044,0.00979199,0.181,0.116,0.2,-0.011,-0.001,-0.021,546,0.00187683
22:53:53:713686,0.374036,0.0109347,0.256,0.433,0.295,-0.005,0.004,0.007,557,0.00252199
