Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:59:21:747042,0.374037,0,-0.099,-0.038,-0.032,0.002,-0.003,0.003,513,-5.8651e-05
22:59:21:752171,0.374037,0,-0.115,-0.009,-0.023,0.001,-0.003,0.001,513,-5.8651e-05
22:59:21:757179,0.374037,0,-0.1,-0.007,-0.02,0.002,-0.003,0.001,513,-5.8651e-05
22:59:21:762285,0.374034,0.000238972,-0.067,-0.04,-0.062,0.003,-0.002,0.002,513,-5.8651e-05
22:59:21:767293,0.374034,0.000509755,-0.062,-0.073,-0.12,0.004,-0.001,0.003,513,-5.8651e-05
22:59:21:772414,0.374034,0.000876084,-0.098,-0.104,-0.203,0.005,-0.001,0.004,513,-5.8651e-05
22:59:21:777425,0.374031,0.00134584,-0.131,-0.103,-0.241,0.005,-0.001,0.004,513,-5.8651e-05
22:59:21:782571,0.374074,0.00191134,-0.135,-0.088,-0.288,0.005,-0.002,0.004,513,-5.8651e-05
22:59:21:787748,0.374066,0.00258009,-0.071,-0.086,-0.28,0.003,-0.002,0.004,513,-5.8651e-05
22:59:21:792680,0.374055,0.00334425,-0.027,-0.094,-0.19,0.002,-0.002,0.002,513,-5.8651e-05
22:59:21:797657,0.374042,0.00421183,-0.02,-0.101,0.027,0,-0.001,0,513,-5.8651e-05
22:59:21:802653,0.374067,0.00517471,-0.056,-0.095,0.126,0,0,-0.001,513,-5.8651e-05
22:59:21:807820,0.374038,0.00624056,-0.128,-0.075,0.111,0.001,0,0.001,513,-5.8651e-05
22:59:21:812793,0.374047,0.00740167,-0.159,-0.065,0.054,0.002,0,0.006,513,-5.8651e-05
22:59:21:817921,0.374048,0.00866574,-0.149,-0.063,0.03,0.003,-0.001,0.002,514,0
22:59:21:822910,0.374034,0.0100242,-0.111,-0.058,0.057,0.003,-0.002,-0.01,514,0
22:59:21:828034,0.374054,0.0114862,-0.064,-0.017,0.082,0.002,-0.003,-0.029,516,0.000117302
22:59:21:833184,0.374058,0.0130432,-0.065,0.031,0.067,0.003,-0.003,-0.027,516,0.000117302
22:59:21:838220,0.374046,0.014702,-0.066,0.132,0.024,0.005,-0.002,-0.005,516,0.000117302
22:59:21:843173,0.374059,0.0164568,0.008,0.285,0.009,0.008,0,0.007,516,0.000117302
22:59:21:848319,0.37405,0.0183134,0.27,0.887,0.057,0.02,0.007,0.009,516,0.000117302
22:59:21:853406,0.374059,0.020266,0.451,1.636,0.135,0.041,0.014,0.015,517,0.000175953
22:59:21:858401,0.374044,0.0223195,0.5,3.148,0.194,0.098,0.023,0.056,518,0.000234604
22:59:21:863411,0.374044,0.024468,0.327,4.153,0.122,0.148,0.023,0.098,518,0.000234604
22:59:21:868537,0.374054,0.0267191,-0.146,5.148,-0.08,0.209,0.006,0.139,518,0.000234604
22:59:21:873540,0.374033,0.0290592,-0.491,5.313,-0.147,0.216,-0.017,0.137,518,0.000234604
22:59:21:878671,0.374062,0.0314925,-0.861,4.986,-0.048,0.174,-0.057,0.111,518,0.000234604
22:59:21:883669,0.374057,0.0339787,-0.902,4.51,0.116,0.128,-0.076,0.096,518,0.000234604
22:59:21:888794,0.37407,0.0364767,-0.739,4.288,0.144,0.121,-0.069,0.094,518,0.000234604
22:59:21:893797,0.374053,0.0389681,-0.369,3.952,0.043,0.132,-0.04,0.087,519,0.000293255
22:59:21:898939,0.374055,0.0414635,-0.169,3.59,-0.065,0.13,-0.02,0.074,519,0.000293255
22:59:21:903907,0.374072,0.0439611,-0.033,2.884,-0.163,0.102,0.001,0.054,519,0.000293255
22:59:21:909021,0.374065,0.0464598,0.011,2.46,-0.115,0.078,0.011,0.047,520,0.000351906
22:59:21:914051,0.374071,0.0489535,0.162,2.065,0.15,0.057,0.021,0.042,521,0.000410557
22:59:21:919173,0.374052,0.0514483,0.301,1.92,0.358,0.055,0.022,0.037,521,0.000410557
22:59:21:924180,0.37405,0.0539426,0.353,1.696,0.444,0.057,0.013,0.025,522,0.000469208
22:59:21:929301,0.374069,0.0564302,0.236,1.498,0.301,0.056,0.004,0.018,522,0.000469208
22:59:21:934290,0.374067,0.0588936,0.115,1.253,0.042,0.048,-0.003,0.012,523,0.000527859
22:59:21:939412,0.374048,0.0613147,0.297,1.23,0.025,0.045,0.004,0.011,523,0.000527859
22:59:21:944443,0.37406,0.0636862,0.948,1.392,0.185,0.048,0.035,0.01,523,0.000527859
22:59:21:949611,0.374071,0.0659954,1.328,1.519,0.204,0.053,0.059,0.014,524,0.00058651
22:59:21:954568,0.374072,0.0682442,1.246,1.592,-0.088,0.051,0.071,0.032,524,0.00058651
22:59:21:959671,0.374075,0.0704303,0.265,1.521,-0.479,0.039,0.038,0.05,524,0.00058651
22:59:21:964681,0.37407,0.072567,-0.613,1.413,-0.575,0.03,-0.001,0.053,523,0.000527859
22:59:21:969802,0.374061,0.0746545,-1.59,1.234,-0.425,0.023,-0.063,0.042,521,0.000410557
22:59:21:974814,0.374042,0.0767139,-1.712,1.197,-0.241,0.029,-0.093,0.031,521,0.000410557
22:59:21:979905,0.374055,0.0787625,-1.088,1.331,-0.051,0.058,-0.102,0.019,516,0.000117302
22:59:21:984904,0.374055,0.0808011,-0.421,1.403,-0.034,0.076,-0.079,0.017,516,0.000117302
22:59:21:990032,0.374074,0.0828606,0.393,1.136,-0.114,0.072,-0.008,0.019,513,-5.8651e-05
22:59:21:995028,0.374062,0.0849489,0.649,0.7,-0.174,0.046,0.043,0.02,509,-0.000293255
22:59:22:160,0.374054,0.0870932,0.596,-0.001,-0.232,0.004,0.085,0.014,509,-0.000293255
22:59:22:5159,0.374047,0.0892973,0.354,-0.341,-0.25,-0.011,0.073,0.004,504,-0.00058651
22:59:22:10274,0.374038,0.0915692,-0.02,-0.705,-0.183,-0.021,0.018,-0.013,501,-0.000762463
22:59:22:15294,0.374069,0.0939123,-0.106,-0.935,-0.021,-0.027,-0.015,-0.021,501,-0.000762463
22:59:22:20279,0.374056,0.0962977,-0.059,-1.24,0.349,-0.037,-0.032,-0.029,500,-0.000821114
22:59:22:25425,0.374044,0.0987267,-0.153,-1.362,0.547,-0.041,-0.026,-0.035,500,-0.000821114
22:59:22:30405,0.374039,0.101185,-0.656,-1.452,0.531,-0.05,-0.014,-0.044,500,-0.000821114
22:59:22:35578,0.374043,0.103666,-0.981,-1.51,0.289,-0.057,-0.014,-0.046,504,-0.00058651
22:59:22:40576,0.374066,0.106158,-0.885,-1.581,-0.168,-0.063,-0.016,-0.04,504,-0.00058651
22:59:22:45670,0.374056,0.108646,-0.174,-1.518,-0.294,-0.058,-0.005,-0.037,512,-0.000117302
22:59:22:50674,0.374069,0.111138,0.232,-1.417,-0.092,-0.055,0.01,-0.041,524,0.00058651
22:59:22:55802,0.374053,0.113626,0.384,-1.265,0.334,-0.062,0.029,-0.051,524,0.00058651
22:59:22:60807,0.374058,0.116119,0.338,-1.106,0.428,-0.066,0.03,-0.052,540,0.00152493
22:59:22:65941,0.374034,0.118604,0.379,-0.54,0.134,-0.047,0.017,-0.033,557,0.00252199
22:59:22:70903,0.374072,0.121108,0.387,0.091,-0.16,-0.018,0.005,-0.008,557,0.00252199
22:59:22:76132,0.374043,0.123592,0.082,1.182,-0.299,0.021,-0.002,0.033,570,0.00328446
22:59:22:81035,0.374074,0.126098,-0.183,1.839,-0.12,0.035,-0.001,0.056,570,0.00328446
22:59:22:86182,0.374036,0.128579,-0.119,2.589,0.23,0.052,0.002,0.076,580,0.00387097
22:59:22:91301,0.374059,0.131083,0.223,2.885,0.284,0.069,0.001,0.079,587,0.00428152
22:59:22:96295,0.374059,0.133575,0.496,2.907,0.035,0.088,-0.008,0.075,587,0.00428152
22:59:22:101322,0.374034,0.136063,0.212,2.656,-0.182,0.085,-0.017,0.071,589,0.00439883
22:59:22:106422,0.374067,0.138568,-0.717,2.134,-0.309,0.065,-0.03,0.066,588,0.00434018
22:59:22:111412,0.374036,0.141052,-1.355,1.853,-0.243,0.057,-0.039,0.062,588,0.00434018
22:59:22:116576,0.374062,0.143561,-1.881,1.608,-0.068,0.064,-0.056,0.048,582,0.00398827
22:59:22:121571,0.374067,0.146057,-1.769,1.496,0.039,0.074,-0.067,0.035,582,0.00398827
