-0.017436	-0.95944	2.2321	0.0010996	-1.6476	-0.00047124
-0.013955	-0.95945	2.2322	0.0045891	-1.6476	-0.00029659
-0.010483	-0.95945	2.2322	0.0080704	-1.6477	-0.0001221
-0.0070279	-0.95945	2.2322	0.011535	-1.6477	5.1684e-05
-0.0035982	-0.95945	2.2323	0.014973	-1.6477	0.0002242
0	-0.95945	2.2323	0.018581	-1.6477	0.00040509
0.0031503	-0.95945	2.2323	0.021739	-1.6477	0.00056327
0.0064523	-0.95945	2.2323	0.02505	-1.6477	0.00072878
0.009695	-0.95945	2.2322	0.028301	-1.6477	0.00089093
0.01287	-0.95945	2.2322	0.031485	-1.6476	0.0010493
0.015971	-0.95944	2.2322	0.034593	-1.6476	0.0012033
0.018988	-0.95944	2.2321	0.037618	-1.6475	0.0013526
0.021915	-0.95944	2.2321	0.040552	-1.6475	0.0014969
0.024744	-0.95943	2.232	0.043389	-1.6474	0.0016357
0.027469	-0.95943	2.2319	0.04612	-1.6473	0.0017686
0.030082	-0.95943	2.2319	0.04874	-1.6472	0.0018955
0.032578	-0.95942	2.2318	0.051241	-1.6472	0.002016
0.034949	-0.95942	2.2317	0.053619	-1.6471	0.0021299
0.037191	-0.95942	2.2317	0.055866	-1.647	0.0022369
0.039297	-0.95941	2.2316	0.057977	-1.6469	0.0023369
0.041263	-0.95941	2.2315	0.059948	-1.6468	0.0024297
0.043084	-0.9594	2.2315	0.061773	-1.6468	0.0025152
0.044755	-0.9594	2.2314	0.063447	-1.6467	0.0025933
0.046272	-0.9594	2.2313	0.064968	-1.6466	0.0026638
0.047631	-0.95939	2.2313	0.066331	-1.6466	0.0027267
0.04883	-0.95939	2.2312	0.067532	-1.6465	0.0027819
0.049865	-0.95939	2.2312	0.06857	-1.6465	0.0028295
0.050734	-0.95939	2.2311	0.069441	-1.6464	0.0028692
0.051435	-0.95939	2.2311	0.070143	-1.6464	0.0029012
0.051965	-0.95938	2.2311	0.070674	-1.6463	0.0029253
0.052324	-0.95938	2.2311	0.071034	-1.6463	0.0029416
0.052511	-0.95938	2.2311	0.071222	-1.6463	0.0029501
0.052526	-0.95938	2.2311	0.071236	-1.6463	0.0029508
0.052368	-0.95938	2.2311	0.071078	-1.6463	0.0029436
0.052037	-0.95938	2.2311	0.070746	-1.6463	0.0029286
0.051535	-0.95939	2.2311	0.070243	-1.6464	0.0029057
0.050863	-0.95939	2.2311	0.069569	-1.6464	0.0028751
0.050022	-0.95939	2.2312	0.068727	-1.6464	0.0028366
0.049014	-0.95939	2.2312	0.067717	-1.6465	0.0027904
0.047842	-0.95939	2.2313	0.066542	-1.6465	0.0027365
0.046509	-0.9594	2.2313	0.065206	-1.6466	0.0026748
