Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
20:09:39:707268,0.41774,0,0.034,-0.033,-0.214,-0.007,0,-0.003,460,-0.000469208
20:09:39:712401,0.41774,0,0.036,-0.016,-0.16,-0.007,0,-0.004,460,-0.000469208
20:09:39:717415,0.41774,0,0.08,0.024,-0.052,-0.005,0,-0.004,460,-0.000469208
20:09:39:722513,0.41774,-0.000223416,0.133,0.039,-0.015,-0.005,0,-0.003,461,-0.000410557
20:09:39:727507,0.417739,-0.00048431,0.198,0.043,-0.016,-0.005,0.001,-0.002,461,-0.000410557
20:09:39:732638,0.417739,-0.000842083,0.178,0.059,0.034,-0.005,0,-0.002,460,-0.000469208
20:09:39:737635,0.417735,-0.0012998,0.125,0.08,0.118,-0.005,0,-0.003,461,-0.000410557
20:09:39:742626,0.417732,-0.00185902,0.076,0.102,0.193,-0.005,-0.001,-0.005,461,-0.000410557
20:09:39:747796,0.417724,-0.00251496,0.061,0.129,0.182,-0.004,-0.001,-0.005,460,-0.000469208
20:09:39:752747,0.41776,-0.00326755,0.099,0.157,0.04,-0.002,0,-0.003,461,-0.000410557
20:09:39:757896,0.41775,-0.00397694,0.122,0.163,-0.063,-0.001,0,-0.001,461,-0.000410557
20:09:39:763006,0.417738,-0.00458802,0.134,0.125,-0.171,-0.001,0.001,0,460,-0.000469208
20:09:39:768002,0.417729,-0.00509769,0.136,0.078,-0.196,-0.003,0,-0.001,460,-0.000469208
20:09:39:773008,0.417764,-0.00550827,0.13,0.039,-0.119,-0.006,-0.002,-0.004,461,-0.000410557
20:09:39:778157,0.417756,-0.00581981,0.116,0.066,0.007,-0.007,-0.003,-0.003,461,-0.000410557
20:09:39:783293,0.417751,-0.00603172,0.093,0.168,0.194,-0.005,-0.002,0.006,461,-0.000410557
20:09:39:788264,0.417747,-0.00617389,0.096,0.228,0.224,-0.002,0,0.013,462,-0.000351906
20:09:39:793403,0.417742,-0.00639956,0.111,0.227,0.099,0.002,0.004,0.012,462,-0.000351906
20:09:39:798434,0.417733,-0.00672486,0.077,0.14,-0.014,0.001,0.005,0.009,462,-0.000351906
20:09:39:803399,0.417762,-0.00715214,-0.107,-0.179,-0.098,-0.006,0.001,0.013,462,-0.000351906
20:09:39:808525,0.417748,-0.00767719,-0.295,-0.601,-0.105,-0.016,-0.003,0.016,461,-0.000410557
