Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
01:15:26:496824,0.374037,0,0.048,-0.066,-0.048,-0.002,0.002,-0.001,513,-5.8651e-05
01:15:26:501979,0.374037,0,0.071,-0.085,-0.107,-0.001,0.002,-0.001,513,-5.8651e-05
01:15:26:506927,0.374037,0,0.042,-0.07,-0.078,-0.001,0.001,-0.002,513,-5.8651e-05
01:15:26:512042,0.374034,-0.000197154,-0.026,-0.029,0.035,-0.002,0,-0.003,513,-5.8651e-05
01:15:26:517207,0.374034,-0.000429262,-0.05,-0.013,0.114,-0.002,-0.001,-0.003,513,-5.8651e-05
01:15:26:522207,0.374034,-0.000749853,-0.035,-0.024,0.152,-0.002,0,-0.003,513,-5.8651e-05
01:15:26:527174,0.374031,-0.00115846,-0.01,-0.045,0.083,-0.001,0,-0.001,513,-5.8651e-05
01:15:26:532319,0.374075,-0.00165471,0.014,-0.068,-0.136,0,0.002,0,513,-5.8651e-05
01:15:26:537317,0.374068,-0.00223777,0.018,-0.064,-0.252,0,0.002,0.001,513,-5.8651e-05
01:15:26:542317,0.374062,-0.00290714,0.006,-0.026,-0.196,0,0.001,0.001,513,-5.8651e-05
01:15:26:547464,0.374052,-0.00366213,-0.011,0.017,0.034,0,0,0,513,-5.8651e-05
01:15:26:552599,0.374035,-0.00450191,-0.014,0.028,0.096,0,0,0,513,-5.8651e-05
01:15:26:557451,0.374059,-0.00542663,0.005,0.009,-0.064,0,0,-0.001,513,-5.8651e-05
01:15:26:562686,0.374032,-0.00643355,0.021,-0.004,-0.217,0,0,-0.001,513,-5.8651e-05
01:15:26:567823,0.374043,-0.0075238,0.02,0.024,-0.226,0,0,0.003,512,-0.000117302
01:15:26:572814,0.374046,-0.00869514,0.006,0.08,-0.057,0,0,0.01,512,-0.000117302
01:15:26:577715,0.37404,-0.00994615,-0.003,0.169,0.252,0.001,0.001,0.015,511,-0.000175953
01:15:26:582947,0.374066,-0.011277,0,0.19,0.357,0.003,0.003,0.014,511,-0.000175953
01:15:26:587951,0.374034,-0.012683,-0.034,0.09,0.292,0.005,0.003,0.011,511,-0.000175953
01:15:26:593095,0.374034,-0.0141655,-0.126,-0.132,0.157,0.003,0.001,0.014,511,-0.000175953
01:15:26:598059,0.374067,-0.015723,-0.365,-0.867,-0.046,-0.018,-0.006,0.009,512,-0.000117302
01:15:26:603177,0.374035,-0.0173487,-0.516,-1.659,-0.135,-0.047,-0.013,-0.013,512,-0.000117302
01:15:26:608186,0.374033,-0.0190442,-0.542,-3.087,-0.179,-0.106,-0.022,-0.069,512,-0.000117302
01:15:26:613180,0.374055,-0.0208067,-0.349,-3.941,-0.145,-0.143,-0.017,-0.1,512,-0.000117302
01:15:26:618299,0.374057,-0.0226302,0.19,-4.68,0.006,-0.176,0.009,-0.112,512,-0.000117302
01:15:26:623331,0.374037,-0.0245096,0.558,-4.739,0.141,-0.177,0.035,-0.104,513,-5.8651e-05
01:15:26:628451,0.374043,-0.0264442,0.78,-4.34,0.26,-0.153,0.058,-0.094,513,-5.8651e-05
