Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
01:56:12:947448,0.374037,0,0.044,0.001,-0.119,-0.001,0.001,0,528,0.000821114
01:56:12:952476,0.374037,0,0.066,0.011,-0.177,-0.001,0.002,0.001,528,0.000821114
01:56:12:957610,0.374037,0,0.04,0.028,-0.062,-0.001,0.001,0,529,0.000879765
01:56:12:962580,0.374034,-0.000219885,0,0.032,0.073,-0.001,0,0,529,0.000879765
01:56:12:967585,0.374034,-0.000479725,-0.037,0.028,0.187,0,-0.001,-0.001,529,0.000879765
01:56:12:972728,0.374034,-0.000839473,-0.031,0.024,0.164,0,-0.001,-0.001,529,0.000879765
01:56:12:977723,0.374031,-0.00129909,0.002,0.009,0.044,0,0,0,529,0.000879765
01:56:12:982830,0.374074,-0.00185873,0.023,-0.009,-0.037,-0.001,0,0,529,0.000879765
01:56:12:987835,0.374066,-0.00251708,0.036,-0.037,-0.085,-0.001,0,0,529,0.000879765
01:56:12:992945,0.374058,-0.00315341,0.035,-0.041,-0.033,-0.001,0,0,529,0.000879765
01:56:12:997937,0.374052,-0.00369013,0.032,-0.02,0.128,0,0,-0.001,529,0.000879765
01:56:13:3103,0.374043,-0.00412712,0.033,-0.002,0.195,0,0,-0.001,529,0.000879765
01:56:13:8226,0.374036,-0.0044641,0.039,0.002,0.104,0,0,-0.003,529,0.000879765
01:56:13:13193,0.374031,-0.00470112,0.039,-0.009,-0.015,-0.001,0,-0.003,528,0.000821114
01:56:13:18229,0.374073,-0.00483913,0.023,-0.014,-0.047,-0.001,0,0.001,528,0.000821114
01:56:13:23340,0.374072,-0.00487658,0.008,0.01,0.05,-0.001,0,0.008,524,0.00058651
01:56:13:28489,0.374073,-0.00481404,0.003,0.073,0.146,0.001,0.001,0.018,515,5.8651e-05
01:56:13:33480,0.374032,-0.00465095,0.011,0.093,0.013,0.006,0.002,0.021,515,5.8651e-05
01:56:13:38581,0.374036,-0.00438884,-0.023,0.02,-0.102,0.008,0.001,0.023,506,-0.000469208
01:56:13:43576,0.374044,-0.0040264,-0.213,-0.406,-0.122,-0.001,-0.004,0.022,500,-0.000821114
