Time,FT1,FT2,X,Y,Z
15:41:16:689459,0,0,-0.125,0.465,0.01
15:41:16:694592,0,0,-0.125,0.465031,0.01
15:41:16:699574,0,0,-0.125,0.465036,0.01
15:41:16:704706,0,0,-0.125,0.465037,0.01
15:41:16:709698,0,0,-0.125,0.465042,0.01
15:41:16:714827,0,0,-0.125,0.465042,0.01
15:41:16:719841,0,0,-0.125,0.465043,0.01
15:41:16:724997,0,0,-0.125,0.465043,0.01
15:41:16:729847,0,0,-0.125,0.465043,0.01
15:41:16:735086,0,0,-0.125,0.465043,0.01
15:41:16:740074,0,0,-0.125,0.465048,0.01
15:41:16:745257,0,0,-0.125,0.465048,0.01
15:41:16:750200,0,0,-0.125,0.465048,0.01
15:41:16:755350,0,0,-0.125,0.465048,0.01
15:41:16:760243,0,0,-0.125,0.465048,0.01
15:41:16:765472,0,0,-0.125,0.465048,0.01
15:41:16:770568,0,0,-0.125,0.465053,0.01
15:41:16:775593,0,0,-0.125,0.465053,0.01
15:41:16:780464,0,0,-0.125,0.465053,0.01
15:41:16:785717,0,0,-0.125,0.465053,0.01
15:41:16:790693,0,0,-0.125,0.465053,0.01
15:41:16:795830,0,0,-0.125,0.465053,0.01
15:41:16:800841,0,0,-0.125,0.465053,0.01
15:41:16:805953,0,0,-0.125,0.465053,0.01
15:41:16:810970,0,0,-0.125,0.465053,0.01
15:41:16:816083,0,0,-0.125,0.465053,0.01
15:41:16:821209,0,0,-0.125,0.465053,0.01
15:41:16:826220,0,0,-0.125,0.465053,0.01
15:41:16:831207,0,0,-0.125,0.465053,0.01
15:41:16:836340,0,0,-0.125,0.465053,0.01
15:41:16:841379,0,0,-0.125,0.465053,0.01
15:41:16:846442,0,0,-0.125,0.465059,0.01
15:41:16:851495,0,0,-0.125,0.465059,0.01
15:41:16:856589,0,0,-0.125,0.465059,0.01
15:41:16:861468,0,0,-0.125,0.465059,0.01
15:41:16:866737,0,0,-0.125,0.465059,0.01
15:41:16:871697,0,0,-0.125,0.465059,0.01
15:41:16:876838,0,0,-0.125,0.465059,0.01
15:41:16:881844,0,0,-0.125,0.465059,0.01
15:41:16:886951,0,0,-0.125,0.465059,0.01
15:41:16:891962,0,0,-0.125,0.465059,0.01
15:41:16:897109,0,0,-0.125,0.465059,0.01
15:41:16:902070,0,0,-0.125,0.465059,0.01
15:41:16:907221,0,0,-0.125,0.465059,0.01
15:41:16:912216,0,0,-0.125,0.465059,0.01
15:41:16:917587,0,0,-0.125,0.465059,0.01
15:41:16:922695,0,0,-0.125,0.465059,0.01
15:41:16:927723,0,0,-0.125,0.465059,0.01
