Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
01:52:16:575181,0.374037,0,0.029,-0.056,-0.071,0,-0.001,0,514,0
01:52:16:580317,0.374037,0,0.014,-0.049,-0.083,0,0,-0.001,514,0
01:52:16:585341,0.374037,0,0.013,-0.046,-0.125,0,0,0,514,0
01:52:16:590428,0.374034,-0.000219965,0.051,-0.058,-0.23,0,0.002,0,514,0
01:52:16:595464,0.374034,-0.000479906,0.099,-0.073,-0.341,0,0.003,0.001,514,0
01:52:16:600448,0.374034,-0.000839835,0.104,-0.069,-0.382,0,0.002,0.002,514,0
01:52:16:605548,0.374031,-0.00129978,0.073,-0.05,-0.381,0,0.001,0.002,514,0
01:52:16:610548,0.374074,-0.00185986,0.049,-0.046,-0.376,0,0,0.001,514,0
01:52:16:615701,0.374066,-0.00251977,0.035,-0.063,-0.395,0,-0.001,0.001,514,0
01:52:16:620566,0.374057,-0.00327962,0.039,-0.07,-0.385,0,-0.001,0.001,514,0
01:52:16:625821,0.374043,-0.00413948,0.057,-0.047,-0.255,0,0,0.001,514,0
01:52:16:630938,0.374068,-0.00509945,0.075,-0.019,-0.132,0,0.001,0,513,-5.8651e-05
01:52:16:635940,0.374041,-0.00615876,0.096,-0.002,-0.057,0,0.002,-0.002,513,-5.8651e-05
01:52:16:641066,0.374053,-0.0072461,0.093,-0.013,-0.105,0,0.002,-0.003,513,-5.8651e-05
01:52:16:646190,0.374059,-0.00831751,0.058,-0.029,-0.182,0,0.001,0.002,512,-0.000117302
01:52:16:651187,0.374059,-0.00948822,0.029,-0.015,-0.162,0,0.001,0.011,512,-0.000117302
01:52:16:656197,0.374046,-0.0107589,0,0.036,-0.064,0.002,0.001,0.019,511,-0.000175953
01:52:16:661346,0.374065,-0.0121304,-0.019,0.06,-0.029,0.004,0.001,0.018,511,-0.000175953
01:52:16:666326,0.374071,-0.0136015,-0.102,-0.032,-0.069,0.004,0,0.017,512,-0.000117302
01:52:16:671435,0.37406,-0.015172,-0.309,-0.497,-0.131,-0.004,-0.003,0.018,512,-0.000117302
01:52:16:676442,0.374075,-0.0168434,-0.487,-1.126,-0.117,-0.021,-0.009,0.006,512,-0.000117302
01:52:16:681536,0.374068,-0.018614,-0.653,-2.514,0.014,-0.07,-0.02,-0.044,512,-0.000117302
01:52:16:686545,0.37404,-0.020483,-0.589,-3.548,0.134,-0.116,-0.021,-0.086,512,-0.000117302
01:52:16:691690,0.374031,-0.0224534,-0.186,-4.82,0.237,-0.182,-0.003,-0.122,512,-0.000117302
01:52:16:696693,0.374036,-0.0245241,0.195,-5.298,0.218,-0.205,0.02,-0.126,512,-0.000117302
01:52:16:701813,0.374058,-0.0266964,0.665,-5.395,0.119,-0.196,0.054,-0.126,512,-0.000117302
01:52:16:706806,0.374047,-0.0289421,0.765,-5.099,0.058,-0.17,0.06,-0.128,512,-0.000117302
01:52:16:711951,0.374072,-0.031115,0.496,-4.26,-0.045,-0.125,0.036,-0.11,512,-0.000117302
01:52:16:716956,0.374043,-0.0331831,0.091,-3.569,-0.165,-0.099,0.011,-0.079,512,-0.000117302
01:52:16:722076,0.374057,-0.0351553,-0.613,-2.641,-0.361,-0.066,-0.017,-0.029,512,-0.000117302
01:52:16:727060,0.374069,-0.0370291,-0.966,-2.238,-0.381,-0.053,-0.027,-0.017,511,-0.000175953
01:52:16:732047,0.374038,-0.0387936,-1.08,-1.945,-0.094,-0.054,-0.032,-0.028,511,-0.000175953
01:52:16:737190,0.374058,-0.040466,-0.86,-1.805,0.245,-0.063,-0.034,-0.037,510,-0.000234604
01:52:16:742215,0.374039,-0.0420364,-0.275,-1.433,0.641,-0.065,-0.029,-0.029,509,-0.000293255
01:52:16:747314,0.374072,-0.0435111,0.106,-1.092,0.641,-0.052,-0.016,-0.014,509,-0.000293255
01:52:16:752323,0.374069,-0.0448834,0.409,-0.722,0.233,-0.024,0.014,0.001,509,-0.000293255
01:52:16:757427,0.374037,-0.0461496,0.299,-0.816,-0.249,-0.017,0.039,0.008,509,-0.000293255
01:52:16:762436,0.374063,-0.0473208,0.122,-1.128,-0.363,-0.028,0.043,0.007,510,-0.000234604
01:52:16:767571,0.374058,-0.0483929,0.08,-1.741,-0.144,-0.051,0.026,-0.016,512,-0.000117302
01:52:16:772565,0.37407,-0.0493644,0.319,-2.118,0.141,-0.06,0.011,-0.051,512,-0.000117302
01:52:16:777691,0.374058,-0.0502331,0.852,-2.487,0.498,-0.067,0.007,-0.105,521,0.000410557
01:52:16:782820,0.374063,-0.0510048,1.068,-2.523,0.564,-0.073,0.02,-0.116,537,0.00134897
01:52:16:787814,0.374045,-0.0516735,0.986,-2.144,0.321,-0.079,0.05,-0.081,537,0.00134897
01:52:16:792812,0.374048,-0.0522453,0.724,-1.632,-0.026,-0.073,0.059,-0.043,556,0.00246334
01:52:16:797925,0.374072,-0.0527201,0.159,-0.713,-0.577,-0.049,0.035,-0.004,556,0.00246334
01:52:16:802938,0.374076,-0.0530921,-0.273,-0.096,-0.774,-0.028,-0.002,0.005,580,0.00387097
01:52:16:808123,0.374055,-0.05336,-0.776,0.977,-0.64,0.005,-0.061,0.017,606,0.00539589
01:52:16:813055,0.374059,-0.0535316,-0.845,1.908,-0.359,0.038,-0.085,0.037,606,0.00539589
01:52:16:818175,0.374045,-0.0536,-0.558,3.411,-0.04,0.092,-0.087,0.074,630,0.00680352
01:52:16:823189,0.37405,-0.053571,-0.306,4.153,-0.046,0.113,-0.072,0.092,652,0.00809384
01:52:16:828176,0.374036,-0.0534389,-0.092,4.59,-0.258,0.106,-0.033,0.105,652,0.00809384
01:52:16:833326,0.374047,-0.0532103,0.003,4.59,-0.346,0.095,-0.002,0.11,663,0.008739
01:52:16:838376,0.374033,-0.0528815,0.276,4.508,-0.255,0.099,0.036,0.115,659,0.0085044
01:52:16:843435,0.374043,-0.0524524,0.597,4.235,-0.06,0.108,0.044,0.107,659,0.0085044
01:52:16:848550,0.374031,-0.0519237,0.69,3.783,0.028,0.096,0.03,0.089,645,0.00768328
01:52:16:853557,0.374043,-0.0512949,0.637,2.82,0.127,0.068,0.006,0.056,645,0.00768328
01:52:16:858542,0.374072,-0.050576,0.548,2.241,0.219,0.065,0,0.037,631,0.00686217
