Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:32:07:484834,0.374037,0,0.109,-0.036,-0.053,0.001,0,0.001,513,-5.8651e-05
22:32:07:489842,0.374037,0,0.102,-0.045,-0.095,0.001,0,0.002,513,-5.8651e-05
22:32:07:494956,0.374037,0,0.103,-0.054,-0.155,0.001,0.001,0.002,513,-5.8651e-05
22:32:07:499994,0.374034,-0.000212148,0.105,-0.052,-0.148,0.001,0.001,0.002,513,-5.8651e-05
22:32:07:505082,0.374034,-0.000467982,0.091,-0.045,-0.097,0,0.001,0.002,513,-5.8651e-05
22:32:07:510088,0.374034,-0.000824094,0.073,-0.041,-0.065,0,0.001,0.002,513,-5.8651e-05
22:32:07:515213,0.374031,-0.00120256,0.062,-0.035,-0.036,0,0.001,0.001,513,-5.8651e-05
22:32:07:520212,0.374075,-0.00164308,0.074,-0.031,-0.046,0,0,0.001,513,-5.8651e-05
22:32:07:525330,0.374068,-0.0021837,0.103,-0.031,-0.125,0.001,0,0.002,513,-5.8651e-05
22:32:07:530351,0.374063,-0.00282413,0.113,-0.032,-0.187,0.002,0,0.003,513,-5.8651e-05
22:32:07:535448,0.374053,-0.00356436,0.109,-0.03,-0.194,0.002,0.001,0.005,513,-5.8651e-05
22:32:07:540459,0.374036,-0.00440484,0.1,-0.028,-0.088,0.003,0.002,0.004,513,-5.8651e-05
22:32:07:545603,0.374061,-0.00534555,0.097,-0.032,-0.01,0.002,0.002,0.001,513,-5.8651e-05
22:32:07:550584,0.374036,-0.00634236,0.087,-0.042,0.06,0.001,0.001,-0.003,512,-0.000117302
22:32:07:555720,0.374053,-0.00725082,0.079,-0.038,0.071,0,0,0,512,-0.000117302
22:32:07:560698,0.37407,-0.00805982,0.076,-0.01,0.024,0,0,0.013,512,-0.000117302
22:32:07:565646,0.374044,-0.00876786,0.083,0.012,-0.045,0.003,0.002,0.021,512,-0.000117302
22:32:07:570832,0.374063,-0.00937665,0.075,-0.002,-0.147,0.008,0.003,0.019,511,-0.000175953
22:32:07:575949,0.374041,-0.00988434,0.026,-0.1,-0.175,0.008,0.002,0.011,511,-0.000175953
22:32:07:580962,0.374067,-0.0102937,-0.135,-0.491,-0.157,-0.004,-0.001,0.005,511,-0.000175953
22:32:07:585966,0.374055,-0.0106019,-0.27,-0.952,-0.115,-0.022,-0.005,0.003,511,-0.000175953
22:32:07:591079,0.374043,-0.0108166,-0.395,-1.877,-0.018,-0.058,-0.011,-0.017,511,-0.000175953
22:32:07:596064,0.374031,-0.0110764,-0.367,-2.536,0.051,-0.082,-0.011,-0.043,512,-0.000117302
22:32:07:601200,0.374058,-0.0114379,-0.16,-3.411,0.082,-0.114,-0.002,-0.077,512,-0.000117302
22:32:07:606462,0.374032,-0.0118975,0.105,-4.099,-0.021,-0.136,0.017,-0.088,515,5.8651e-05
22:32:07:611328,0.374047,-0.0124585,0.237,-4.45,-0.117,-0.146,0.028,-0.095,516,0.000117302
22:32:07:616446,0.374056,-0.0131192,0.346,-4.665,-0.165,-0.155,0.032,-0.117,516,0.000117302
22:32:07:621458,0.374054,-0.0138797,0.385,-4.452,-0.094,-0.15,0.026,-0.131,524,0.00058651
22:32:07:626458,0.374045,-0.0147394,0.388,-3.484,0.101,-0.115,0.012,-0.12,537,0.00134897
22:32:07:631600,0.374067,-0.0157012,0.306,-2.532,0.191,-0.077,0.006,-0.089,537,0.00134897
22:32:07:636586,0.374037,-0.0167603,0.037,-1.046,0.131,-0.025,0.001,-0.029,553,0.00228739
22:32:07:641723,0.374036,-0.0179205,-0.133,-0.142,-0.01,-0.005,-0.001,0.003,558,0.00258065
22:32:07:646711,0.374067,-0.0191827,-0.098,1.285,-0.161,0.019,-0.004,0.035,558,0.00258065
22:32:07:651847,0.374035,-0.0205415,0.137,2.485,-0.118,0.051,-0.003,0.058,558,0.00258065
22:32:07:656942,0.37403,-0.0220012,0.419,4.553,0.068,0.127,0,0.118,558,0.00258065
22:32:07:661986,0.37405,-0.0235632,0.253,5.663,0.097,0.172,-0.001,0.169,549,0.00205279
22:32:07:666956,0.374051,-0.0252235,-0.591,6.069,-0.165,0.195,-0.015,0.214,526,0.000703812
22:32:07:671978,0.374068,-0.0269852,-1.205,5.431,-0.401,0.182,-0.03,0.201,526,0.000703812
22:32:07:677127,0.37406,-0.0288451,-1.445,3.906,-0.367,0.155,-0.044,0.134,491,-0.00134897
22:32:07:682212,0.374071,-0.0308014,-1.025,3.025,0.036,0.149,-0.044,0.088,451,-0.00369501
22:32:07:687213,0.374067,-0.0327176,-0.064,1.868,0.801,0.147,-0.031,0.042,451,-0.00369501
22:32:07:692364,0.374064,-0.0345332,0.348,0.713,0.995,0.124,-0.02,0.015,411,-0.00604106
22:32:07:697457,0.374061,-0.0362492,0.375,-2.062,0.542,0.034,0,-0.045,411,-0.00604106
22:32:07:702450,0.374064,-0.0378663,0.201,-5.15,-0.163,-0.082,0.033,-0.111,373,-0.00826979
22:32:07:707450,0.374071,-0.0393819,0.283,-6.523,-0.324,-0.135,0.058,-0.141,344,-0.00997067
22:32:07:712480,0.374042,-0.0407956,0.643,-7.023,-0.052,-0.15,0.077,-0.156,344,-0.00997067
22:32:07:717570,0.374068,-0.0421134,0.79,-6.616,0.188,-0.134,0.068,-0.153,327,-0.0109677
22:32:07:722709,0.374061,-0.0433291,0.612,-5.72,0.261,-0.114,0.031,-0.137,327,-0.0109677
22:32:07:727717,0.374068,-0.0444477,0.331,-5.199,0.118,-0.115,0.007,-0.12,327,-0.0109677
22:32:07:732834,0.374044,-0.0454598,0.054,-4.565,-0.175,-0.129,-0.005,-0.09,351,-0.00956012
22:32:07:737823,0.374034,-0.0463746,0.069,-4.234,-0.306,-0.138,0,-0.076,400,-0.00668622
22:32:07:742939,0.374046,-0.047193,0.205,-4.047,-0.277,-0.159,0.019,-0.084,400,-0.00668622
22:32:07:747946,0.374074,-0.047914,0.188,-4.201,-0.126,-0.187,0.027,-0.109,471,-0.00252199
22:32:07:753065,0.374073,-0.0485281,-0.079,-4.59,0.048,-0.251,0.024,-0.146,471,-0.00252199
22:32:07:758077,0.374052,-0.0490435,-0.292,-4.601,-0.022,-0.288,0.01,-0.146,548,0.00199413
22:32:07:763199,0.374051,-0.0494579,-0.4,-3.711,-0.401,-0.301,-0.015,-0.093,627,0.00662757
22:32:07:768216,0.374069,-0.049779,-0.304,-2.445,-0.679,-0.274,-0.028,-0.038,627,0.00662757
22:32:07:773369,0.374068,-0.0499938,-0.073,0.131,-0.87,-0.189,-0.037,0.038,677,0.00956012
22:32:07:778330,0.374042,-0.0501049,0.04,1.92,-0.799,-0.118,-0.038,0.076,689,0.0102639
22:32:07:783464,0.374038,-0.050123,0.063,3.893,-0.476,-0.024,-0.033,0.111,689,0.0102639
22:32:07:788465,0.374057,-0.0500441,-0.264,4.246,-0.115,0.015,-0.027,0.111,668,0.00903226
22:32:07:793585,0.374067,-0.050001,-0.719,3.596,0.029,0.013,-0.024,0.093,668,0.00903226
22:32:07:794290,0.374067,-0.050001,-0.719,3.596,0.029,-0.013,-0.024,0.093,625,0.00920821
22:32:07:794312,0.374067,-0.050001,-0.719,3.596,0.029,-0.013,-0.024,0.093,625,0.00920821
22:32:07:794324,0.374067,-0.050001,-0.719,3.596,0.029,-0.013,-0.024,0.093,625,0.00920821
22:32:07:794335,0.374067,-0.050001,-0.719,3.596,0.029,-0.013,-0.024,0.093,625,0.00920821
22:32:07:794346,0.374067,-0.050001,-0.719,3.596,0.029,-0.013,-0.024,0.093,625,0.00920821
22:32:07:794357,0.374067,-0.050001,-0.719,3.596,0.029,-0.013,-0.024,0.093,625,0.00920821
