Time,FT1,FT2,X,Y,Z
13:49:54:159352,0,0,-0.125,0.465,0.01
13:49:54:164336,0,0,-0.125,0.465032,0.01
13:49:54:169564,0,0,-0.125,0.465038,0.01
13:49:54:174471,0,0,-0.125,0.465043,0.01
13:49:54:179567,0,0,-0.125,0.465043,0.01
13:49:54:184720,0,0,-0.125,0.465044,0.01
13:49:54:189804,0,0,-0.125,0.465049,0.01
13:49:54:194833,0,0,-0.125,0.465049,0.01
13:49:54:199806,0,0,-0.125,0.465055,0.01
13:49:54:204933,0,0,-0.125,0.465055,0.01
13:49:54:210060,0,0,-0.125007,0.465055,0.01
13:49:54:215071,0,0,-0.125007,0.465055,0.01
13:49:54:220186,0,0,-0.125007,0.465055,0.01
13:49:54:225078,0,0,-0.125007,0.46506,0.01
13:49:54:230198,0,0,-0.125007,0.46506,0.01
13:49:54:235320,0,0,-0.125007,0.46506,0.01
13:49:54:240471,0,0,-0.125007,0.46506,0.01
13:49:54:245447,0,0,-0.125007,0.46506,0.01
13:49:54:250556,0,0,-0.125007,0.46506,0.01
13:49:54:255719,0,0,-0.125007,0.46506,0.01
13:49:54:260552,0,0,-0.125007,0.46506,0.01
13:49:54:267580,0,0,-0.125007,0.465061,0.01
13:49:54:272056,0,0,-0.125007,0.465061,0.01
13:49:54:277075,0,0,-0.125007,0.465066,0.01
13:49:54:282077,0,0,-0.125007,0.465066,0.01
13:49:54:287188,0,0,-0.125007,0.465066,0.01
13:49:54:292331,0,0,-0.125007,0.465066,0.01
13:49:54:297322,0,0,-0.125007,0.465066,0.01
13:49:54:302308,0,0,-0.125007,0.465066,0.01
13:49:54:307581,0,0,-0.125007,0.465067,0.01
13:49:54:312447,0,0,-0.125007,0.465067,0.01
13:49:54:317560,0,0,-0.125007,0.465067,0.01
13:49:54:322695,0,0,-0.125007,0.465067,0.01
13:49:54:327697,0,0,-0.125007,0.465067,0.01
13:49:54:332827,0,0,-0.125007,0.465067,0.01
13:49:54:337936,0,0,-0.125007,0.465067,0.01
13:49:54:343058,0,0,-0.125007,0.465067,0.01
13:49:54:347928,0,0,-0.125007,0.465067,0.01
13:49:54:353204,0,0,-0.125007,0.465067,0.01
13:49:54:358205,0,0,-0.125007,0.465067,0.01
13:49:54:363178,0,0,-0.125007,0.465067,0.01
13:49:54:368307,0,0,-0.125007,0.465072,0.01
13:49:54:373454,0,0,-0.125007,0.465072,0.01
13:49:54:378436,0,0,-0.125007,0.465072,0.01
13:49:54:383428,0,0,-0.125007,0.465072,0.01
13:49:54:388558,0,0,-0.125007,0.465072,0.01
13:49:54:393580,0,0,-0.125007,0.465072,0.01
13:49:54:398724,0,0,-0.125007,0.465073,0.01
13:49:54:403827,0.025,-0.005,-0.125007,0.465073,0.01
13:49:54:408831,0.04,0.005,-0.125007,0.465073,0.01
13:49:54:413826,0.034,0.01,-0.125007,0.465073,0.01
13:49:54:418962,0.008,0.023,-0.125007,0.465073,0.01
13:49:54:423976,-0.009,0.033,-0.125007,0.465073,0.01
13:49:54:429053,-0.029,0.035,-0.125007,0.465073,0.01
13:49:54:434183,-0.035,0.028,-0.125007,0.465073,0.01
13:49:54:439184,-0.032,0.015,-0.125007,0.465073,0.01
13:49:54:444318,-0.025,0.009,-0.125007,0.465073,0.01
13:49:54:449318,-0.019,0.006,-0.125007,0.465073,0.01
13:49:54:454479,-0.021,0.008,-0.125007,0.465073,0.01
13:49:54:459434,-0.021,0.016,-0.125007,0.465073,0.01
13:49:54:464326,-0.017,0.019,-0.125007,0.465073,0.01
13:49:54:469728,-0.023,0.008,-0.125007,0.465073,0.01
13:49:54:474742,-0.055,-0.02,-0.125007,0.465073,0.01
13:49:54:479701,-0.072,-0.038,-0.125007,0.465073,0.01
13:49:54:484809,-0.058,-0.04,-0.125007,0.465073,0.01
13:49:54:489945,-0.022,-0.021,-0.125007,0.465073,0.01
13:49:54:494948,0.025,0.018,-0.125007,0.465073,0.01
13:49:54:499933,0.031,0.033,-0.125007,0.465073,0.01
13:49:54:505056,0.011,0.02,-0.125007,0.465073,0.01
13:49:54:510198,0,-0.004,-0.125007,0.465073,0.01
13:49:54:515217,0.007,-0.031,-0.125007,0.465073,0.01
13:49:54:520319,0.02,-0.028,-0.125007,0.465073,0.01
13:49:54:525308,0.03,0,-0.125007,0.465073,0.01
13:49:54:530448,0.028,0.018,-0.125007,0.465073,0.01
13:49:54:535557,0.019,0.022,-0.125007,0.465073,0.01
13:49:54:540562,0.013,0.011,-0.125007,0.465073,0.01
13:49:54:545556,0.007,-0.004,-0.125007,0.465073,0.01
13:49:54:550685,0,-0.005,-0.125007,0.465073,0.01
13:49:54:555824,0,-0.001,-0.125011,0.465073,0.01
13:49:54:560805,0.01,-0.001,-0.125011,0.465073,0.01
13:49:54:565832,0.024,-0.004,-0.125011,0.465073,0.01
13:49:54:571078,0.037,-0.003,-0.125011,0.465074,0.01
13:49:54:576098,0.036,0.008,-0.125011,0.465074,0.01
13:49:54:581058,0.029,0.034,-0.125011,0.465074,0.01
13:49:54:586076,0.031,0.045,-0.125011,0.465074,0.01
13:49:54:591195,0.038,0.042,-0.125011,0.465074,0.01
13:49:54:596206,0.034,0.031,-0.125011,0.465074,0.01
13:49:54:601334,0.02,0.016,-0.125011,0.465074,0.01
13:49:54:606438,0.017,0.009,-0.125011,0.465074,0.01
13:49:54:611448,0.02,0,-0.125011,0.465074,0.01
13:49:54:616583,0.018,-0.006,-0.125011,0.465074,0.01
13:49:54:621560,0,-0.009,-0.125011,0.465074,0.01
13:49:54:626686,-0.017,-0.001,-0.125011,0.465074,0.01
13:49:54:631640,-0.008,0.005,-0.125011,0.465074,0.01
13:49:54:636735,0.034,0.001,-0.125011,0.465075,0.01
13:49:54:641930,0.069,-0.012,-0.125011,0.465075,0.01
13:49:54:646973,0.095,-0.032,-0.125011,0.465075,0.01
13:49:54:651934,0.084,-0.029,-0.125011,0.465075,0.01
13:49:54:657084,0.04,0.004,-0.125011,0.465075,0.01
13:49:54:662108,0.013,0.028,-0.125011,0.465075,0.01
13:49:54:667185,-0.005,0.031,-0.125011,0.465075,0.01
13:49:54:672189,-0.001,0.008,-0.125011,0.465075,0.01
13:49:54:677324,0.029,-0.03,-0.125011,0.465075,0.01
13:49:54:682358,0.059,-0.038,-0.125011,0.465075,0.01
13:49:54:687450,0.093,-0.023,-0.125011,0.465075,0.01
13:49:54:692560,0.094,-0.009,-0.125011,0.465075,0.01
13:49:54:697562,0.075,-0.001,-0.125011,0.465075,0.01
13:49:54:702730,0.072,-0.002,-0.125011,0.465075,0.01
13:49:54:707602,0.089,-0.003,-0.125011,0.465075,0.01
13:49:54:712702,0.118,-0.005,-0.125011,0.465075,0.01
13:49:54:717812,0.12,-0.009,-0.125011,0.465075,0.01
13:49:54:722979,0.081,-0.016,-0.125011,0.465075,0.01
13:49:54:727953,0.034,-0.013,-0.125011,0.465075,0.01
13:49:54:733064,-0.03,0.009,-0.125011,0.465075,0.01
13:49:54:738186,-0.053,0.029,-0.125011,0.465075,0.01
13:49:54:743197,-0.06,0.039,-0.125011,0.465075,0.01
13:49:54:748218,-0.062,0.028,-0.125011,0.465075,0.01
13:49:54:753368,-0.067,0.005,-0.125011,0.465075,0.01
13:49:54:758436,-0.057,-0.003,-0.125011,0.465075,0.01
13:49:54:763432,-0.013,-0.012,-0.125011,0.465075,0.01
13:49:54:768438,0.02,-0.023,-0.125011,0.465075,0.01
13:49:54:773563,0.031,-0.034,-0.125011,0.465075,0.01
13:49:54:778563,0.009,-0.026,-0.125011,0.465075,0.01
13:49:54:783712,-0.026,0.007,-0.125011,0.465075,0.01
13:49:54:788842,-0.017,0.04,-0.125011,0.465075,0.01
13:49:54:793839,0.009,0.049,-0.125011,0.465075,0.01
13:49:54:798813,0.04,0.038,-0.125011,0.465075,0.01
13:49:54:803944,0.039,0.016,-0.125011,0.465075,0.01
13:49:54:809059,0.021,-0.018,-0.125011,0.465075,0.01
13:49:54:814057,0.017,-0.028,-0.125011,0.465075,0.01
13:49:54:819184,0.022,-0.018,-0.125011,0.465075,0.01
13:49:54:824312,0.017,-0.003,-0.125011,0.465075,0.01
13:49:54:829306,-0.016,0.003,-0.125011,0.465075,0.01
13:49:54:834349,-0.038,-0.007,-0.125011,0.465075,0.01
13:49:54:839439,-0.03,-0.034,-0.125011,0.465075,0.01
13:49:54:844436,0.006,-0.048,-0.125011,0.465075,0.01
13:49:54:849572,0.07,-0.038,-0.125011,0.465075,0.01
13:49:54:854687,0.087,0.009,-0.125011,0.465075,0.01
13:49:54:859685,0.061,0.044,-0.125011,0.465075,0.01
13:49:54:864695,-0.012,0.059,-0.125011,0.465075,0.01
13:49:54:869815,-0.059,0.038,-0.125011,0.465075,0.01
13:49:54:874937,-0.091,0.003,-0.125011,0.465075,0.01
13:49:54:879933,-0.081,0.007,-0.125011,0.465075,0.01
13:49:54:884975,-0.036,0.052,-0.125011,0.465075,0.01
13:49:54:890061,-0.01,0.076,-0.125011,0.465075,0.01
13:49:54:895063,-0.013,0.061,-0.125011,0.465075,0.01
13:49:54:900194,-0.04,0.029,-0.125011,0.465075,0.01
13:49:54:905316,-0.07,0.006,-0.125011,0.465075,0.01
13:49:54:910306,-0.062,0.015,-0.125011,0.465075,0.01
